"序号","代码","名称","涨跌幅","最新价","成交额","流通市值","总市值","换手率","封板资金","首次封板时间","最后封板时间","炸板次数","涨停统计","连板数","所属行业","交易日期","数据类型","动态市盈率","封单资金","板上成交额","连续跌停","开板次数","涨停价","涨速","振幅"
"1137","603183","建研院","-9.90338134765625","3.73","63293016","1854381626.23","1854381615.04","3.352708578109741","","","112605","","","","专业服务","2025-04-07","跌停","56.3670539855957","8567459.0","11910263.0","1.0","1.0","","",""
"1138","688700","东威科技","-19.99443817138672","28.77","258123925","8585007127.2","8585007127.2","2.715421199798584","","","142003","","","","专用设备","2025-04-07","跌停","127.9272689819336","8572251.0","74067872.0","1.0","1.0","","",""
"1139","301182","凯旺科技","-19.9941463470459","27.33","82184518","1045418960.9999999","2618807061.0","7.435771465301514","","","134727","","","","消费电子","2025-04-07","跌停","-48.627323150634766","8587086.0","6638457.0","1.0","3.0","","",""
"1140","688048","长光华芯","-20.00373077392578","42.87","349938512","4553220256.41","7557121156.41","7.2112860679626465","","","140805","","","","半导体","2025-04-07","跌停","-82.51834869384766","8600750.0","24994333.0","1.0","1.0","","",""
"1141","300822","贝仕达克","-20.020071029663086","15.94","100929469","4606373685.72","4965887155.5199995","2.0976438522338867","","","133433","","","","消费电子","2025-04-07","跌停","62.43405532836914","8640149.0","9466766.0","1.0","1.0","","",""
"1142","600817","宇通重工","-10.016555786132812","10.87","60768530","5731200391.0199995","5835552891.04","1.0434911251068115","","","112409","","","","工程机械","2025-04-07","跌停","33.47027587890625","8648280.0","22179148.0","1.0","17.0","","",""
"1143","001210","金房能源","-10.006807327270508","13.22","24093426","1049916549.22","1727552980.6000001","2.2629854679107666","","","110748","","","","公用事业","2025-04-07","跌停","20.581138610839844","8669094.0","4451173.0","1.0","0.0","","",""
"1144","001373","翔腾新材","-10.0","26.37","18903611","873683772.84","1811273236.5600002","2.140244245529175","","","100551","","","","光学光电","2025-04-07","跌停","121.91583251953125","8678367.0","12167118.0","1.0","4.0","","",""
"1145","002641","公元股份","-10.044642448425293","4.03","78096537","4569998451.59","4953248304.16","1.6828298568725586","","","131042","","","","装修建材","2025-04-07","跌停","25.14434814453125","8685705.0","10488073.0","1.0","0.0","","",""
"1146","301397","溯联股份","-20.0","27.6","99253933","1513729341.6000001","3310406541.6000004","6.218429088592529","","","132045","","","","汽车零部","2025-04-07","跌停","22.86691665649414","8690688.0","21787440.0","1.0","0.0","","",""
"1147","002034","旺能环境","-9.978307723999023","16.6","104665228","7168381286.8","7204134134.400001","1.4293402433395386","","","131548","","","","环保行业","2025-04-07","跌停","10.547005653381348","8735650.0","9294570.0","1.0","1.0","","",""
"1148","301266","宇邦新材","-20.0","28.16","128561137","1221161018.88","3094181178.88","9.885601043701172","","","140330","","","","光伏设备","2025-04-07","跌停","49.98683166503906","8737175.0","9422336.0","1.0","0.0","","",""
"1149","600458","时代新材","-9.969088554382324","11.65","112679358","9352598470.800001","9604821064.0","1.1822328567504883","","","131025","","","","风电设备","2025-04-07","跌停","21.59061050415039","8745655.0","14633739.0","1.0","6.0","","",""
"1150","603855","华荣股份","-9.995100975036621","18.37","111725467","6127386980.0","6200407876.96","1.8086426258087158","","","130012","","","","专用设备","2025-04-07","跌停","13.412776947021484","8747794.0","46652452.0","1.0","40.0","","",""
"1151","301361","众智科技","-20.01177215576172","27.18","97087680","790503120.0","3162012480.0","11.458534240722656","","","133754","","","","电网设备","2025-04-07","跌停","45.996524810791016","8757396.0","11135646.0","1.0","0.0","","",""
"1152","605058","澳弘电子","-10.008554458618164","21.04","72149349","3007119908.0","3007119908.0","2.3804261684417725","","","110141","","","","电子元件","2025-04-07","跌停","21.25194549560547","8773680.0","13324632.0","1.0","3.0","","",""
"1153","002495","佳隆股份","-9.876543045043945","2.19","82160863","1563517437.57","2049020064.0","5.169168949127197","","","130839","","","","食品饮料","2025-04-07","跌停","96.66114807128906","8776348.0","21973265.0","1.0","0.0","","",""
"1154","605183","确成股份","-10.0","15.12","51015449","6288153152.4","6288153258.24","0.8088089227676392","","","105744","","","","橡胶制品","2025-04-07","跌停","12.432079315185547","8777160.0","278638920.0","1.0","16.0","","",""
"1155","002971","和远气体","-9.974811553955078","17.87","94934918","2861855446.26","3774769450.0","3.2419328689575195","","","131827","","","","化学制品","2025-04-07","跌停","48.149478912353516","8787232.0","9270956.0","1.0","1.0","","",""
"1156","601808","中海油服","-9.97150993347168","12.64","335197440","37420315520.0","60312922071.04","0.8857718110084534","","","134003","","","","采掘行业","2025-04-07","跌停","19.226356506347656","8794924.0","58519408.0","1.0","1.0","","",""
"1157","300779","惠城环保","-20.0","112.28","977010752","17576739099.08","22012025006.44","5.0815019607543945","","","144654","","","","环保行业","2025-04-07","跌停","380.057373046875","8802752.0","90800835.0","1.0","4.0","","",""
"1158","605006","山东玻纤","-9.967845916748047","5.6","32161227","3360052091.2","3421373222.3999996","0.9459686875343323","","","100855","","","","玻璃玻纤","2025-04-07","跌停","-23.190614700317383","8810032.0","16646560.0","1.0","11.0","","",""
"1159","002853","皮阿诺","-9.985836029052734","12.71","30268875","1681934826.65","2370958327.08","1.781320333480835","","","112012","","","","装修建材","2025-04-07","跌停","216.1485137939453","8821375.0","6333393.0","1.0","1.0","","",""
"1160","300484","蓝海华腾","-19.99010467529297","16.17","169385355","2689921946.2500005","3357423993.0000005","5.946043968200684","","","134439","","","","专用设备","2025-04-07","跌停","120.61141204833984","8827203.0","16803864.0","1.0","2.0","","",""
"1161","002445","中南文化","-10.084033966064453","2.14","122764703","5096285394.22","5118170239.04","2.357111692428589","","","133515","","","","通用设备","2025-04-07","跌停","107.82807159423828","8836252.0","13857825.0","1.0","0.0","","",""
"1162","002107","沃华医药","-10.082304000854492","4.37","75414378","2489224760.5","2522405952.0","2.9623098373413086","","","105027","","","","中药","2025-04-07","跌停","82.57682800292969","8843512.0","17756182.0","1.0","6.0","","",""
"1163","300810","中科海讯","-19.98822593688965","27.18","294671264","3098158506.0","3208599000.0","9.049481391906738","","","144039","","","","软件开发","2025-04-07","跌停","-26.192935943603516","8851085.0","44379503.0","1.0","5.0","","",""
"1164","605299","舒华体育","-9.976798057556152","7.76","39558479","3188812524.24","3194244578.56","1.2276560068130493","","","112545","","","","家用轻工","2025-04-07","跌停","35.36082458496094","8858816.0","10619560.0","1.0","2.0","","",""
"1165","601567","三星医疗","-9.996492385864258","25.66","371952320","36001130418.92","36206428740.16","1.0019960403442383","","","135125","","","","电网设备","2025-04-07","跌停","14.955597877502441","8866813.0","14087340.0","1.0","3.0","","",""
"1166","002743","富煌钢构","-9.982486724853516","5.14","43030027","2233694826.92","2237279987.2","1.9076515436172485","","","105821","","","","水泥建材","2025-04-07","跌停","24.716773986816406","8875238.0","17982290.0","1.0","10.0","","",""
"1167","002350","北京科锐","-10.030863761901855","5.83","45364664","3084595335.4700003","3161791735.52","1.461187720298767","","","110818","","","","电网设备","2025-04-07","跌停","1241.4100341796875","8894137.0","24462679.0","1.0","28.0","","",""
"1168","002820","桂发祥","-9.953051567077637","9.59","80919724","1921218193.02","1926326949.05","4.12795352935791","","","132854","","","","食品饮料","2025-04-07","跌停","71.15293884277344","8905274.0","9290982.0","1.0","0.0","","",""
"1169","603298","杭叉集团","-9.979633331298828","17.68","97094965","23157477026.32","23157477008.64","0.41925862431526184","","","105632","","","","工程机械","2025-04-07","跌停","11.041458129882812","8942756.0","584290990.0","1.0","12.0","","",""
"1170","605196","华通线缆","-10.0","12.06","314483600","6161222218.860001","6168482375.04","5.055034637451172","","","141113","","","","电网设备","2025-04-07","跌停","16.652193069458008","8943696.0","270123498.0","1.0","10.0","","",""
"1171","600725","云维股份","-10.122699737548828","2.93","122852281","3611137100.0","3611137100.0","3.351099729537964","","","133148","","","","煤炭行业","2025-04-07","跌停","-297.16845703125","8951530.0","23439516.0","1.0","1.0","","",""
"1172","603058","永吉股份","-10.024450302124023","7.36","65646788","3072327775.04","3090371558.4","2.115438938140869","","","111915","","","","造纸印刷","2025-04-07","跌停","19.31291389465332","8975034.0","28420639.0","1.0","13.0","","",""
"1173","000547","航天发展","-10.027472496032715","6.55","216360914","10403697058.8","10469967181.6","2.032214879989624","","","135148","","","","通信设备","2025-04-07","跌停","-14.075277328491211","8992049.0","28435344.0","1.0","1.0","","",""
"1174","300879","大叶股份","-20.0","14.52","160749633","2918933064.96","2938831055.16","5.242193222045898","","","134033","","","","专用设备","2025-04-07","跌停","103.89095306396484","9005870.0","153366047.0","1.0","0.0","","",""
"1175","603107","上海汽配","-9.975520133972168","14.71","74163248","3209339510.5800004","4962197967.68","2.2742397785186768","","","133050","","","","汽车零部","2025-04-07","跌停","27.63008689880371","9007521.0","11419076.0","1.0","2.0","","",""
"1176","603757","大元泵业","-9.98193359375","19.93","50996267","3283405816.65","3283405816.65","1.545825719833374","","","112652","","","","通用设备","2025-04-07","跌停","12.716444969177246","9020318.0","15142013.0","1.0","21.0","","",""
"1177","001387","雪祺电气","-10.007412910461426","12.14","32253859","1382871442.6200001","2222086176.0","2.3132143020629883","","","105145","","","","家电行业","2025-04-07","跌停","30.540363311767578","9023759.0","11494269.0","1.0","5.0","","",""
"1178","301205","联特科技","-19.99701690673828","53.65","194343100","3645961722.0","6960765600.0","5.062841415405273","","","140306","","","","光学光电","2025-04-07","跌停","83.85609436035156","9034660.0","22618839.0","1.0","3.0","","",""
"1179","605033","美邦股份","-10.0167875289917","16.08","32272431","2174016000.0","2174016000.0","1.4698964357376099","","","105409","","","","农药兽药","2025-04-07","跌停","37.676876068115234","9056256.0","12888120.0","1.0","13.0","","",""
"1180","001230","劲旅环境","-9.994794845581055","17.29","35909098","935003675.06","2308147517.13","3.7833163738250732","","","101800","","","","环保行业","2025-04-07","跌停","15.159015655517578","9100453.0","10361193.0","1.0","12.0","","",""
"1181","300680","隆盛科技","-20.0","31.28","485460256","5397005499.92","7226439415.84","8.566658020019531","","","144051","","","","汽车零部","2025-04-07","跌停","35.28470230102539","9107453.0","57286473.0","1.0","4.0","","",""
"1182","002638","勤上股份","-9.813084602355957","1.93","45786166","2599820509.87","2772627099.36","1.7424241304397583","","","110030","","","","光学光电","2025-04-07","跌停","-49.89537048339844","9109600.0","19465401.0","1.0","3.0","","",""
"1183","300386","飞天诚信","-20.027435302734375","11.66","178423172","2894188683.98","4874393040.0","5.8044657707214355","","","140257","","","","软件开发","2025-04-07","跌停","-162.17132568359375","9113456.0","18196596.0","1.0","1.0","","",""
"1184","601022","宁波远洋","-10.024450302124023","7.36","106841741","1829941338.24","9631541294.08","5.7344818115234375","","","134450","","","","航运港口","2025-04-07","跌停","17.393640518188477","9124928.0","13398880.0","1.0","4.0","","",""
"1185","002825","纳尔股份","-9.988248825073242","7.66","40393227","1995484324.72","2619939627.52","1.9964768886566162","","","105412","","","","塑料制品","2025-04-07","跌停","18.271364212036133","9144653.0","10377103.0","1.0","12.0","","",""
"1186","002769","普路通","-9.943977355957031","6.43","31158363","2137320747.5","2400435048.64","1.4419997930526733","","","104157","","","","物流行业","2025-04-07","跌停","-40.45299530029297","9157921.0","12719826.0","1.0","6.0","","",""
"1187","000812","陕西金叶","-9.89011001586914","4.1","102338404","3149459976.9999995","3151639692.7999997","3.1962084770202637","","","130024","","","","包装材料","2025-04-07","跌停","40.12667465209961","9173237.0","18225065.0","1.0","1.0","","",""
"1188","601908","京运通","-9.811321258544922","2.39","104432992","5770900837.79","5770900844.96","1.770717740058899","","","132649","","","","光伏设备","2025-04-07","跌停","-3.071944236755371","9184531.0","12847445.0","1.0","6.0","","",""
"1189","603316","诚邦股份","-10.0","5.13","17507865","1355674320.0","1355674320.0","1.2767913341522217","","","093911","","","","工程建设","2025-04-07","跌停","-60.83402633666992","9236565.0","6404805.0","1.0","0.0","","",""
